link,data,miasto,dzielnica,cena,od,poziom,umeblowanie,zabudowa,powierzchnia,pokoje,czynsz dodatkowo
https://www.olx.pl/oferta/new-studio-apartment-h-kawalerka-studio-flat-CID3-IDJfUk4.html#422618dedf,17 kwietnia 2021,"Warszawa,",Praga-Południe,1400,Osoby prywatnej,3,1,Apartamentowiec,20,Kawalerka,350
https://www.olx.pl/oferta/wynajme-mieszkanie-ok-130m-na-parterze-z-ogrodkiem-wawer-falenica-CID3-IDIMq6D.html#db57b3b96a,17 kwietnia 2021,"Warszawa,",Wawer,3500,Osoby prywatnej,Parter,0,Dom,130,3,1
https://www.olx.pl/oferta/2-pokojowe-mieszkanie-do-wynajecia-na-mokotowie-CID3-IDJ7CY7.html#37e50b5da4,16 kwietnia 2021,"Warszawa,",Mokotów,2200,Osoby prywatnej,6,1,Blok,45,2,10
https://www.olx.pl/oferta/piekne-mieszkanie-48-m-mokotow-CID3-IDJ1ehD.html#3365edd0d1;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1500,Osoby prywatnej,Parter,1,Blok,48,2,500
https://www.olx.pl/oferta/przytulne-mieszkanie-2-pokojowe-35-m-w-abonamencie-mokotow-CID3-IDJpmlG.html#bd20095740;promoted,16 kwietnia 2021,"Warszawa,",Mokotów,1750,Osoby prywatnej,1,1,Apartamentowiec,35,2,330
https://www.olx.pl/oferta/wynajme-2-pokojowe-43-m2-100-m-do-stacji-metro-plocka-tramwaj-CID3-IDJgxsO.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Wola,2500,Osoby prywatnej,1,1,Blok,43,2,1
https://www.olx.pl/oferta/3-pok-mieszkanie-150m-do-metra-daszynskiego-CID3-IDJqRck.html#4a0499b52f;promoted,18 kwietnia 2021,"Warszawa,",Wola,2900,Osoby prywatnej,Powyżej 10,1,Apartamentowiec,68,3,1
https://www.olx.pl/oferta/wynajme-mieszkanie-na-bliskiej-woli-CID3-IDJt4ji.html#3365edd0d1;promoted,16 kwietnia 2021,"Warszawa,",Wola,2000,Osoby prywatnej,Parter,1,Blok,46,3,500
https://www.olx.pl/oferta/wynajme-3-pokojowe-mieszkanie-wola-CID3-IDJumZT.html#839a743bc2,17 kwietnia 2021,"Warszawa,",Wola,2500,Osoby prywatnej,1,1,Blok,60,3,2
https://www.olx.pl/oferta/przytulna-kawalerka-typu-studio-blisko-sgh-CID3-IDILDbF.html#db10b50a4b,17 kwietnia 2021,"Warszawa,",Mokotów,2000,Osoby prywatnej,6,1,Kamienica,32,Kawalerka,350
https://www.olx.pl/oferta/eleganckie-z-loggia-portiernia-sguash-bliska-wola-CID3-IDJuwE1.html#fd074becd5;promoted,17 kwietnia 2021,"Warszawa,",Wola,2000,Osoby prywatnej,4,1,Apartamentowiec,50,2,700
https://www.olx.pl/oferta/nowa-elegancka-kawalerka-32m2-targowek-CID3-IDJcljw.html#bf67b634bc;promoted,15 kwietnia 2021,"Warszawa,",Targówek,1300,Osoby prywatnej,4,1,Blok,32,Kawalerka,400
https://www.olx.pl/oferta/wynajme-piekne-mieszkanie-na-woli-z-garazem-CID3-IDJunxP.html#839a743bc2,17 kwietnia 2021,"Warszawa,",Wola,2300,Osoby prywatnej,Powyżej 10,1,Blok,35,2,400
https://www.olx.pl/oferta/kawalerka-warszawa-na-zielonym-powislu-CID3-IDJtqTe.html#bd20095740;promoted,16 kwietnia 2021,"Warszawa,",Śródmieście,1400,Osoby prywatnej,2,1,Kamienica,24,Kawalerka,450
https://www.olx.pl/oferta/przytulna-kawalerka-na-bliskim-zoliborzu-do-wynajecia-bezposrednio-CID3-IDJupFq.html#2356d92a79;promoted,17 kwietnia 2021,"Warszawa,",Żoliborz,1900,Osoby prywatnej,8,1,Blok,26,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-56-m2-3-pokoje-umeblowane-ursus-CID3-IDJrvMK.html#ff23ca5e79;promoted,16 kwietnia 2021,"Warszawa,",Ursus,2200,Osoby prywatnej,3,1,Blok,56,3,500
https://www.olx.pl/oferta/jednopokojowe-37-m2-ul-heliotropow-warszawa-wawer-CID3-IDJu1Fw.html#67d7dd83b9,17 kwietnia 2021,"Warszawa,",Wawer,1400,Osoby prywatnej,1,1,Szeregowiec,37,Kawalerka,1
https://www.olx.pl/oferta/przestronne-mieszkanie-bialoleka-CID3-IDErGio.html#1b4eb01e1c,16 kwietnia 2021,"Warszawa,",Białołęka,2700,Osoby prywatnej,1,1,Blok,82,3,200
https://www.olx.pl/oferta/mieskanie-75m2-na-wynajem-bemowo-batalionow-chlopskich-CID3-IDJgy0q.html#462c1f036d;promoted,17 kwietnia 2021,"Warszawa,",Bemowo,2000,Osoby prywatnej,5,1,Blok,75,3,1
https://www.olx.pl/oferta/4-pokojowe-nowe-od-zaraz-zoliborz-garaz-w-cenie-CID3-IDJhqAh.html#462c1f036d,17 kwietnia 2021,"Warszawa,",Żoliborz,5000,Biuro / Deweloper,1,1,Apartamentowiec,96,4,800
https://www.olx.pl/oferta/40-m2-dwa-osobne-pokoje-ursus-CID3-IDJqLbd.html#14aaf70e72;promoted,17 kwietnia 2021,"Warszawa,",Ursus,1600,Osoby prywatnej,1,1,Blok,40,2,100
https://www.olx.pl/oferta/wynajme-mieszkanie-2-pokojowe-mokotow-CID3-IDJ7UrR.html#14aaf70e72;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,2300,Osoby prywatnej,3,1,Blok,40,2,2
https://www.olx.pl/oferta/1-pokoj-balkon-parking-za-brama-w-cenie-kawalerka-powisle-solec-od-juz-CID3-IDIZ2ga.html#bd20095740,16 kwietnia 2021,"Warszawa,",Śródmieście,2000,Biuro / Deweloper,3,1,Blok,26,Kawalerka,200
https://www.olx.pl/oferta/najtansza-piekna-kawalerka-przy-ul-fasolowej-CID3-IDJfmjL.html#422618dedf;promoted,17 kwietnia 2021,"Warszawa,",Ursus,1650,Osoby prywatnej,1,1,Blok,40,Kawalerka,1
https://www.olx.pl/oferta/3-pokoje-64-m-osiedle-samarytanka-metro-trocka-3-min-klimatyzacja-CID3-IDJusR3.html#2356d92a79,17 kwietnia 2021,"Warszawa,",Targówek,2500,Osoby prywatnej,4,1,Blok,64,3,200
https://www.olx.pl/oferta/2-pokoje-39m2-przy-galeri-mokotow-bezposrednio-CID3-IDJtYGB.html#db10b50a4b,17 kwietnia 2021,"Warszawa,",Mokotów,2100,Osoby prywatnej,2,1,Blok,39,2,1
https://www.olx.pl/oferta/2-pokoje-z-balkonem-przy-metrze-dworzec-wilenski-CID3-IDJtWdV.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Praga-Północ,1450,Osoby prywatnej,3,1,Blok,26,2,500
https://www.olx.pl/oferta/mieszkanie-dwupokojowe-z-oddzielna-kuchnia-CID3-IDJtF5D.html#1b4eb01e1c,16 kwietnia 2021,"Warszawa,",Ursus,1800,Osoby prywatnej,2,1,Blok,47,2,1
https://www.olx.pl/oferta/nowe-3-pokojowe-czesciowo-wyposazone-mieszkanie-przy-ul-hynka-CID3-IDHKR0a.html#5a80808650,16 kwietnia 2021,"Warszawa,",Ochota,2750,Osoby prywatnej,1,0,Blok,58,3,250
https://www.olx.pl/oferta/krochmalna-58-daszynskiego-klimatyzacja-balkon-CID3-IDIV8Tj.html#bd20095740,16 kwietnia 2021,"Warszawa,",Śródmieście,2500,Biuro / Deweloper,5,1,Apartamentowiec,30,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-3-pok-do-wynajecia-od-1-maja-ul-torunska-CID3-IDIsnfb.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Targówek,1700,Osoby prywatnej,9,1,Blok,47,3,650
https://www.olx.pl/oferta/2-pokojowe-w-centrum-bezposrednio-CID3-IDJiVGQ.html#422618dedf,17 kwietnia 2021,"Warszawa,",Śródmieście,2450,Osoby prywatnej,3,1,Apartamentowiec,34,2,1
https://www.olx.pl/oferta/do-wynajecia-bezposrednio-68m2-3-pokoje-mokotow-CID3-IDJrxUA.html#1b4eb01e1c;promoted,16 kwietnia 2021,"Warszawa,",Mokotów,3000,Osoby prywatnej,5,1,Apartamentowiec,68,3,350
https://www.olx.pl/oferta/fajne-38m2-z-osobna-sypialnia-na-ochocie-geodetow-12-CID3-IDJ4kid.html#4a0499b52f;promoted,18 kwietnia 2021,"Warszawa,",Ochota,2200,Osoby prywatnej,2,1,Blok,38,2,1
https://www.olx.pl/oferta/mokotow-mokosfera-nowe-bezposrednio-2-pokoje-CID3-IDJuiAa.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,2450,Osoby prywatnej,3,1,Apartamentowiec,43,2,450
https://www.olx.pl/oferta/ul-majdanska-ok-grenadierow-i-al-stanow-zjednoczonych-super-cena-CID3-IDJgSik.html#72d7a7dc4d,17 kwietnia 2021,"Warszawa,",Praga-Południe,1000,Biuro / Deweloper,Powyżej 10,1,Blok,37,Kawalerka,350
https://www.olx.pl/oferta/2-pokoje-na-stegnach-CID3-IDJuspg.html#2356d92a79,17 kwietnia 2021,"Warszawa,",Mokotów,1700,Osoby prywatnej,5,1,Blok,42,2,1
https://www.olx.pl/oferta/bezposrednio-ciche-rozkladowe-3-oddzielne-pokoje-CID3-IDJqog7.html#5a80808650;promoted,16 kwietnia 2021,"Warszawa,",Praga-Południe,1350,Osoby prywatnej,Parter,1,Blok,55,3,614
https://www.olx.pl/oferta/2-pokoje-z-ogrodkiem-przy-metrze-trocka-CID3-IDHO3hb.html#bea34531db,18 kwietnia 2021,"Warszawa,",Targówek,1850,Osoby prywatnej,Parter,1,Blok,46,2,600
https://www.olx.pl/oferta/warszawa-bliska-bialoleka-48-mkw-2-pokoje-odnowione-CID3-IDIEu3l.html#bea34531db,18 kwietnia 2021,"Warszawa,",Białołęka,1950,Osoby prywatnej,7,1,Blok,48,2,250
https://www.olx.pl/oferta/kawalerka-35-0-m2-ursynow-natolin-metro-50m-CID3-IDJflZA.html#bd20095740,16 kwietnia 2021,"Warszawa,",Ursynów,1400,Biuro / Deweloper,9,1,Apartamentowiec,35,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-na-kwarantanne-CID3-IDGLXZG.html#0d85410fb0;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1100,Osoby prywatnej,3,1,Kamienica,20,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-2-pokoje-49-m2-ursus-gorna-droga-parking-CID3-IDJtNs5.html#3365edd0d1;promoted,16 kwietnia 2021,"Warszawa,",Ursus,1990,Osoby prywatnej,Parter,1,Blok,49,2,1
https://www.olx.pl/oferta/3-pokojowe-mokotow-2-miejsca-garazowe-od-zaraz-CID3-IDJhh8A.html#07ae91178c,16 kwietnia 2021,"Warszawa,",Mokotów,3400,Osoby prywatnej,2,1,Apartamentowiec,56,3,670
https://www.olx.pl/oferta/wynajme-2-pokojowe-studio-w-rezydencji-mokotow-CID3-IDJsvAY.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,2500,Osoby prywatnej,3,1,Apartamentowiec,33,2,300
https://www.olx.pl/oferta/wynajme-mieszkanie-2-pokojowe-na-mokotowie-CID3-IDJs9Zj.html#aebf69ee9d;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,2200,Osoby prywatnej,1,1,Blok,42,2,1
https://www.olx.pl/oferta/dwupokojowe-mieszkanie-stare-bielany-przy-metrze-slodowiec-CID3-IDJqKH2.html#bea34531db,18 kwietnia 2021,"Warszawa,",Bielany,2000,Osoby prywatnej,Parter,1,Blok,37,2,1
https://www.olx.pl/oferta/mokotow-sadyba-ul-idzikowskiego-3-pokoje-bezposrednio-CID3-IDGI66Q.html#422618dedf;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,2500,Osoby prywatnej,2,1,Apartamentowiec,70,3,850
https://www.olx.pl/oferta/nowoczesny-apartament-przy-metrze-wierzbno-CID3-IDHtiGh.html#db57b3b96a;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,2700,Osoby prywatnej,4,1,Apartamentowiec,44,2,200
https://www.olx.pl/oferta/mieszkanie-2-pokojowe-jana-kazimierza-CID3-IDJuMFC.html#bea34531db,18 kwietnia 2021,"Warszawa,",Wola,2000,Osoby prywatnej,3,1,Blok,35,2,200
https://www.olx.pl/oferta/mieszaknie-do-wynajecia-metro-plocka-2-pokoje-CID3-IDJlykE.html#bf67b634bc,17 kwietnia 2021,"Warszawa,",Wola,2480,Osoby prywatnej,6,1,Apartamentowiec,33,2,1
https://www.olx.pl/oferta/mieszkanie-48-m-mokotow-ul-wynalazek-2-pokoje-apartamentowiec-CID3-IDJm23n.html#839a743bc2,17 kwietnia 2021,"Warszawa,",Mokotów,1900,Osoby prywatnej,1,1,Apartamentowiec,48,2,500
https://www.olx.pl/oferta/kawalerka-z-osobna-kuchnia-extra-standard-wyposazenia-skarbka-z-gor-CID3-IDJtzVE.html#ff23ca5e79;promoted,18 kwietnia 2021,"Warszawa,",Białołęka,1790,Osoby prywatnej,1,1,Blok,35,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-2-pokoje-okrag-solec-CID3-IDIQG1I.html#5a80808650;promoted,16 kwietnia 2021,"Warszawa,",Śródmieście,2250,Osoby prywatnej,1,1,Blok,38,2,1
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-galeria-renova-CID3-IDJsKPP.html#db57b3b96a;promoted,17 kwietnia 2021,"Warszawa,",Bemowo,2100,Osoby prywatnej,9,1,Apartamentowiec,54,2,1
https://www.olx.pl/oferta/2-pokojowe-mieszkanie-warszawa-ursus-basen-i-parking-w-cenie-CID3-IDIsXto.html#1b4eb01e1c;promoted,16 kwietnia 2021,"Warszawa,",Ursus,1400,Osoby prywatnej,3,1,Blok,43,2,650
https://www.olx.pl/oferta/nowe-przestronne-2-pok-praga-ul-konopacka-1950-zl-CID3-IDJtXt2.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Praga-Północ,1950,Osoby prywatnej,1,1,Apartamentowiec,34,2,1
https://www.olx.pl/oferta/piekne-mieszkanie-na-muranowie-CID3-IDJd6rb.html#07ae91178c;promoted,16 kwietnia 2021,"Warszawa,",Śródmieście,2500,Osoby prywatnej,1,1,Kamienica,50,2,1
https://www.olx.pl/oferta/mieszkanie-na-sluzewcu-CID3-IDIQRF1.html#14aaf70e72;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1800,Osoby prywatnej,2,1,Apartamentowiec,46,2,720
https://www.olx.pl/oferta/jana-kazimierza-53-3-pokoje-63m2-podwojny-garaz-komorka-CID3-IDJtz8o.html#07ae91178c,16 kwietnia 2021,"Warszawa,",Wola,2800,Osoby prywatnej,5,1,Apartamentowiec,63,3,620
https://www.olx.pl/oferta/50-off-przestronne-2-pokojowe-z-aneksem-46m2-nowe-osiedle-CID3-IDIIrim.html#37e50b5da4,16 kwietnia 2021,"Warszawa,",Bemowo,1700,Osoby prywatnej,1,1,Apartamentowiec,46,2,450
https://www.olx.pl/oferta/dw-gdanski-arkadia-3-min-mieszkanie-38m2-CID3-IDJnlRf.html#72d7a7dc4d,17 kwietnia 2021,"Warszawa,",Żoliborz,2100,Osoby prywatnej,5,1,Apartamentowiec,38,2,350
https://www.olx.pl/oferta/pilnie-wynajme-mieszkanie-na-mokotowie-metro-netflix-salon-CID3-IDHgVJ8.html#bd20095740,16 kwietnia 2021,"Warszawa,",Mokotów,690,Osoby prywatnej,8,1,Blok,20,3,110
https://www.olx.pl/oferta/wynajme-mieszkanie-kawalerka-26-m2-warszawa-bielany-wawrzyszew-CID3-IDJuvyD.html#fd074becd5,17 kwietnia 2021,"Warszawa,",Bielany,1350,Osoby prywatnej,1,1,Blok,26,Kawalerka,190
https://www.olx.pl/oferta/mieszkanie-41m-ul-rossiniego-bialoleka-CID3-IDJrz8J.html#1b4eb01e1c;promoted,16 kwietnia 2021,"Warszawa,",Białołęka,1800,Biuro / Deweloper,2,1,Blok,41,2,400
https://www.olx.pl/oferta/bezposrednio-kawalerka-bialoleka-stanislawow-pierwszy-z-w-fi-32-m-CID3-IDIZN6d.html#ff23ca5e79,16 kwietnia 2021,"Warszawa,",Białołęka,1100,Osoby prywatnej,1,1,Kamienica,32,Kawalerka,1
https://www.olx.pl/oferta/piekne-4-pokojowe-przy-metrze-marymont-CID3-IDJswfd.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Żoliborz,2700,Osoby prywatnej,3,0,Kamienica,120,4,1
https://www.olx.pl/oferta/2-pokoje-marszalkowska-111a-centrum-CID3-IDJtEyz.html#1b4eb01e1c,16 kwietnia 2021,"Warszawa,",Śródmieście,2400,Biuro / Deweloper,8,1,Blok,39,2,200
https://www.olx.pl/oferta/kawalerka-metro-bielany-wawrzyszew-do-wynajecia-od-zaraz-CID3-IDIS2U4.html#908e50fc64,17 kwietnia 2021,"Warszawa,",Bielany,1500,Osoby prywatnej,Parter,1,Blok,26,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-wisniowa-CID3-IDJugsr.html#aebf69ee9d;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,3200,Biuro / Deweloper,2,0,Kamienica,61,3,3
https://www.olx.pl/oferta/sliczne-mieszkanie-2-pokojowe-do-wynajecia-aleje-jerozolimskie-CID3-IDIGIiX.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Ochota,1900,Osoby prywatnej,5,1,Blok,26,2,1
https://www.olx.pl/oferta/wynajme-bezposrednio-kawalerke-po-remoncie-34-m2-ul-opaczewska-31-CID3-IDFXX74.html#07ae91178c,16 kwietnia 2021,"Warszawa,",Ochota,1600,Osoby prywatnej,Parter,1,Blok,34,Kawalerka,1
https://www.olx.pl/oferta/do-wynajecia-mieszkanie-2-pokoje-52m2-na-stegnach-CID3-IDJpQXd.html#db57b3b96a;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1700,Osoby prywatnej,Parter,1,Blok,52,2,800
https://www.olx.pl/oferta/przy-metro-stadion-wynajme-przytulne-i-ciche-mieszkanie-50m2-parking-CID3-IDJhOpV.html#839a743bc2,17 kwietnia 2021,"Warszawa,",Praga-Północ,1800,Biuro / Deweloper,1,1,Kamienica,50,Kawalerka,400
https://www.olx.pl/oferta/babka-tower-kawalerka-do-wynajecia-CID3-IDHOLIa.html#1b4eb01e1c,16 kwietnia 2021,"Warszawa,",Śródmieście,2250,Osoby prywatnej,5,1,Apartamentowiec,40,Kawalerka,1
https://www.olx.pl/oferta/bezposrednio-3-pokoje-metro-plocka-CID3-IDIeVdf.html#db57b3b96a,17 kwietnia 2021,"Warszawa,",Wola,1500,Osoby prywatnej,3,1,Blok,58,3,700
https://www.olx.pl/oferta/do-wynajecia-2-pok-na-ul-niepodleglosci-obok-metra-raclawicka-CID3-IDJuei6.html#aebf69ee9d;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1600,Osoby prywatnej,2,1,Kamienica,44,2,450
https://www.olx.pl/oferta/przeworska-4-nowe-mieszkanie-2-pokoje-CID3-IDIRFTi.html#bf67b634bc;promoted,17 kwietnia 2021,"Warszawa,",Praga-Południe,2100,Osoby prywatnej,4,1,Apartamentowiec,35,2,265
https://www.olx.pl/oferta/piekne-mieszkanie-mokotow-bartycka-50m2-garaz-balkon-7m2-wlasciciel-CID3-IDBsuZL.html#422618dedf;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,2000,Osoby prywatnej,3,1,Pozostałe,50,2,600
https://www.olx.pl/oferta/esperanto-9-2-pokoje-w-pelni-wyposazone-100-m-klif-bezposrednio-CID3-IDImBxR.html#fd074becd5;promoted,17 kwietnia 2021,"Warszawa,",Wola,1850,Osoby prywatnej,4,1,Blok,30,2,400
https://www.olx.pl/oferta/bezposrednio-srodmiescie-muranow-po-remoncie-ciche-umeblowane-CID3-IDHB3Hp.html#14aaf70e72;promoted,17 kwietnia 2021,"Warszawa,",Śródmieście,1500,Biuro / Deweloper,Parter,1,Kamienica,24,Kawalerka,350
https://www.olx.pl/oferta/warszawa-srodmiescie-plac-dabrowskiego-wynajem-mieszkania-CID3-IDJuAkr.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Śródmieście,2600,Osoby prywatnej,2,1,Blok,37,2,400
https://www.olx.pl/oferta/mieszkanie-ul-belwederska-blisko-parku-i-lazienek-klimatyzacja-CID3-IDJtYEI.html#db10b50a4b,17 kwietnia 2021,"Warszawa,",Mokotów,2100,Osoby prywatnej,4,1,Blok,38,2,500
https://www.olx.pl/oferta/ursynow-natolin-2-pokoje-osobna-kuchnia-taniej-CID3-IDJj5iW.html#4c015e879d;promoted,18 kwietnia 2021,"Warszawa,",Ursynów,1800,Osoby prywatnej,2,1,Blok,53,2,300
https://www.olx.pl/oferta/kawalerka-obok-ch-reduta-blue-city-studio-for-rent-CID3-IDHYojm.html#37e50b5da4,16 kwietnia 2021,"Warszawa,",Ochota,1400,Osoby prywatnej,3,1,Apartamentowiec,21,Kawalerka,350
https://www.olx.pl/oferta/wynajme-mieszkanie-90m-wawer-falenica-bezposrednio-CID3-IDGxG7j.html#db57b3b96a;promoted,17 kwietnia 2021,"Warszawa,",Wawer,2800,Osoby prywatnej,2,0,Dom,90,4,1
https://www.olx.pl/oferta/mieszkanie-apartament-50m2-dom-jednorodzinny-miedzylesie-w-wa-CID3-IDJqi28.html#839a743bc2;promoted,17 kwietnia 2021,"Warszawa,",Wawer,1900,Osoby prywatnej,Parter,1,Dom,50,2,100
https://www.olx.pl/oferta/mieszkanie-2pokojowe-z-2017-roku-ul-kolska-CID3-IDH92SD.html#bea34531db,18 kwietnia 2021,"Warszawa,",Wola,1800,Osoby prywatnej,2,1,Apartamentowiec,56,2,512
https://www.olx.pl/oferta/wynajme-od-01-05-bez-posrednikow-2-pokoje-43m-na-brodnie-CID3-IDJmoTy.html#fd074becd5;promoted,16 kwietnia 2021,"Warszawa,",Targówek,2200,Osoby prywatnej,4,1,Blok,43,2,1
https://www.olx.pl/oferta/wynajme-mieszkanie-CID3-IDITjtN.html#db57b3b96a;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,3500,Osoby prywatnej,8,1,Blok,75,4,300
https://www.olx.pl/oferta/najem-lokalu-CID3-IDJphsi.html#37e50b5da4;promoted,16 kwietnia 2021,"Warszawa,",Śródmieście,2200,Biuro / Deweloper,4,1,Kamienica,27,Kawalerka,500
https://www.olx.pl/oferta/wola-2-pokoje-56m2-z-oddzielna-kuchnia-ul-jana-kazimierza-wys-standard-CID3-IDJigsA.html#67d7dd83b9;promoted,17 kwietnia 2021,"Warszawa,",Wola,2200,Osoby prywatnej,5,1,Apartamentowiec,56,2,500
https://www.olx.pl/oferta/do-wynajecia-mieszkanie-3-pokojowe-60-4m2-nowy-blok-CID3-IDJgToL.html#bd20095740,16 kwietnia 2021,"Warszawa,",Targówek,1900,Osoby prywatnej,3,1,Blok,60,3,600
https://www.olx.pl/oferta/wynajme-mieszkanie-imielin-2-pokoje-56m2-bezposrednio-CID3-IDIEhkK.html#4a0499b52f,18 kwietnia 2021,"Warszawa,",Ursynów,2000,Osoby prywatnej,2,1,Blok,56,2,700
https://www.olx.pl/oferta/mieszkanie-na-metro-raclawicka-bez-prowizji-CID3-IDJuEfI.html#908e50fc64,17 kwietnia 2021,"Warszawa,",Mokotów,1300,Osoby prywatnej,3,1,Blok,40,Kawalerka,10
https://www.olx.pl/oferta/mieszkanie-z-pieknym-widokiem-na-centrum-saska-kepa-30m-2-pokoje-CID3-IDIJtJm.html#462c1f036d,17 kwietnia 2021,"Warszawa,",Praga-Południe,1500,Osoby prywatnej,9,1,Blok,30,2,350
https://www.olx.pl/oferta/90sqm-3bedrooms-living-subway-old-mokotow-parking-erasmus-CID3-IDBURMG.html#37e50b5da4,16 kwietnia 2021,"Warszawa,",Mokotów,3250,Osoby prywatnej,4,1,Blok,90,4,350
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-w-centrum-warszawy-CID3-IDJuqlf.html#2356d92a79;promoted,17 kwietnia 2021,"Warszawa,",Śródmieście,2200,Osoby prywatnej,2,1,Blok,38,2,100
https://www.olx.pl/oferta/wynajme-kawalerke-24m-CID3-IDJjhjA.html#422618dedf,17 kwietnia 2021,"Warszawa,",Wawer,1250,Osoby prywatnej,4,1,Blok,24,Kawalerka,1
https://www.olx.pl/oferta/sliczne-mieszkanie-bemowo-osmanczyka-CID3-IDJtyAC.html#07ae91178c;promoted,16 kwietnia 2021,"Warszawa,",Bemowo,1900,Osoby prywatnej,4,1,Blok,50,2,500
https://www.olx.pl/oferta/apartament-2-pokoje-szczesliwicka-warszawa-ochota-wynajem-premium-CID3-IDJuEZW.html#908e50fc64;promoted,17 kwietnia 2021,"Warszawa,",Ochota,3000,Osoby prywatnej,3,1,Apartamentowiec,50,2,600
https://www.olx.pl/oferta/kawalerke-na-brodnie-kolo-parku-brodnowskiego-dla-singla-singielki-CID3-IDGUAIo.html#07ae91178c,16 kwietnia 2021,"Warszawa,",Bielany,1399,Osoby prywatnej,3,1,Blok,27,Kawalerka,150
https://www.olx.pl/oferta/sluzewiec-ul-sniardwy-2-pokoje-z-osobna-kuchnia-CID3-IDIiqbT.html#0d85410fb0,17 kwietnia 2021,"Warszawa,",Mokotów,1600,Biuro / Deweloper,Parter,1,Blok,43,2,1
https://www.olx.pl/oferta/wynajme-nowe-mieszkanie-36m-na-omulewskiej-wynajme-od-zaraz-CID3-IDIeRu8.html#db10b50a4b;promoted,17 kwietnia 2021,"Warszawa,",Praga-Południe,1950,Osoby prywatnej,1,1,Blok,36,2,400
https://www.olx.pl/oferta/2-pokoje-przy-metrze-na-bemowie-CID3-IDJtDGJ.html#ff23ca5e79,16 kwietnia 2021,"Warszawa,",Bemowo,2200,Osoby prywatnej,3,1,Blok,43,2,1
https://www.olx.pl/oferta/do-wynajecia-mieszkanie-2-pokoje-52m2-na-stegnach-CID3-IDJpQXd.html#4c015e879d;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1700,Osoby prywatnej,Parter,1,Blok,52,2,800
https://www.olx.pl/oferta/b-ladne-ciche-mieszkanie-2-nieprzechodnie-pokoje-400-m-od-metra-park-CID3-IDIP0cK.html#5a80808650,16 kwietnia 2021,"Warszawa,",Śródmieście,2099,Biuro / Deweloper,2,1,Blok,40,2,1
https://www.olx.pl/oferta/mieszkanie-warszawa-praga-polnoc-CID3-IDG8JTk.html#2356d92a79,17 kwietnia 2021,"Warszawa,",Praga-Północ,1500,Osoby prywatnej,4,1,Blok,34,2,430
https://www.olx.pl/oferta/atrakcyjna-kawalerka-na-wynajem-w-nowym-apartamentowcu-CID3-IDJocb7.html#07ae91178c;promoted,16 kwietnia 2021,"Warszawa,",Wola,1500,Osoby prywatnej,2,1,Apartamentowiec,21,Kawalerka,330
https://www.olx.pl/oferta/mieszkanie-ul-gorczewska-200-2-pokojowe-z-garazem-bemowo-warszaw-CID3-IDJgipZ.html#2356d92a79,17 kwietnia 2021,"Warszawa,",Bemowo,1900,Osoby prywatnej,1,1,Apartamentowiec,41,2,400
https://www.olx.pl/oferta/plac-teatralny-ul-bielanska-3-pokoje-parking-dla-mieszkancow-CID3-IDJrx1F.html#bf67b634bc;promoted,14 kwietnia 2021,"Warszawa,",Śródmieście,3000,Biuro / Deweloper,2,1,Blok,56,3,1
https://www.olx.pl/oferta/mieszkanie-38-metrow-2-pokojowe-metro-ogrodek-zoliborz-CID3-IDGkjwJ.html#67d7dd83b9,17 kwietnia 2021,"Warszawa,",Żoliborz,1950,Osoby prywatnej,Parter,1,Blok,38,2,350
https://www.olx.pl/oferta/powisle-2-pokoje-ul-obozna-przy-uw-CID3-IDIIELP.html#3365edd0d1,16 kwietnia 2021,"Warszawa,",Śródmieście,1650,Osoby prywatnej,6,1,Blok,40,2,350
